Airline,Source,Source Name,Destination,Destination Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Total Fare (BDT),Seasonality,Days Before Departure
Etihad Airways,SPD,Saidpur Airport,ZYL,"Osmani International Airport, Sylhet",2025-06-14,2025-06-14,1.12148024,Direct,Airbus A320,Business,Online Website,5740.038298,200,7128.045958,Regular,1
SriLankan Airlines,JSR,Jessore Airport,DOH,"Hamad International Airport, Doha",2025-04-21,2025-04-21,4.573290735,Direct,Boeing 737,Economy,Online Website,44887.30262,10733.09539,55620.39801,Regular,72
IndiGo,DAC,"Hazrat Shahjalal International Airport, Dhaka",RJH,"Shah Makhdum Airport, Rajshahi",2025-09-25,2025-09-25,0.700567589,Direct,Airbus A320,Economy,Travel Agency,3857.876046,200,4057.876046,Regular,79
Vistara,BZL,Barisal Airport,SIN,Singapore Changi Airport,2025-04-29,2025-04-29,2.949045922,Direct,Boeing 787,First Class,Online Website,62320.0048,15348.00072,77668.00552,Regular,82
Thai Airways,CXB,Cox's Bazar Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-10-07,2025-10-07,0.5,Direct,Airbus A320,Business,Online Website,5626.487044,200,5826.487044,Regular,79
SriLankan Airlines,SPD,Saidpur Airport,DOH,"Hamad International Airport, Doha",2025-04-14,2025-04-14,3.942017088,1 Stop,Boeing 787,First Class,Direct Booking,205256.6199,34788.49299,240045.1129,Regular,78
Thai Airways,BZL,Barisal Airport,ZYL,"Osmani International Airport, Sylhet",2025-08-08,2025-08-08,1.016480895,Direct,Airbus A320,Business,Travel Agency,5327.268309,200,5527.268309,Regular,8
Air Astra,RJH,"Shah Makhdum Airport, Rajshahi",ZYL,"Osmani International Airport, Sylhet",2025-08-13,2025-08-13,1.024051095,Direct,Airbus A320,First Class,Online Website,10510.99178,200,10710.99178,Regular,53
Turkish Airlines,JSR,Jessore Airport,DXB,Dubai International Airport,2025-07-07,2025-07-07,3.556116933,1 Stop,Boeing 737,Business,Travel Agency,70414.77529,14562.21629,84976.99158,Regular,36
AirAsia,BZL,Barisal Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-03-17,2025-03-17,2.525620496,Direct,Boeing 787,First Class,Travel Agency,55503.23686,14325.48553,69828.72239,Regular,33
Biman Bangladesh Airlines,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2026-01-16,2026-01-17,12.78718555,1 Stop,Airbus A350,Business,Direct Booking,82689.584,18403.4376,101093.0216,Winter Holidays,41
Gulf Air,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-06-07,2025-06-08,9.614404507,1 Stop,Airbus A350,Business,Direct Booking,151034.7548,28655.21322,179689.968,Hajj,10
Etihad Airways,BZL,Barisal Airport,KUL,Kuala Lumpur International Airport,2026-01-30,2026-01-30,2.752111678,1 Stop,Boeing 737,Business,Travel Agency,27236.28982,10085.44347,37321.73329,Winter Holidays,39
Gulf Air,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-02-26,2025-02-26,6.962340293,1 Stop,Boeing 777,First Class,Direct Booking,258342.6305,42751.39457,301094.025,Regular,28
US-Bangla Airlines,CXB,Cox's Bazar Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-07-08,2025-07-08,0.983826671,Direct,Airbus A320,First Class,Travel Agency,12572.32344,200,12772.32344,Regular,53
FlyDubai,JSR,Jessore Airport,SIN,Singapore Changi Airport,2025-10-21,2025-10-21,3.058055721,Direct,Boeing 787,Economy,Online Website,51206.17231,13680.92585,64887.09816,Regular,66
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",JED,"King Abdulaziz International Airport, Jeddah",2025-08-21,2025-08-21,6.137303087,1 Stop,Airbus A350,Business,Online Website,32743.14189,8911.471284,41654.61318,Regular,55
Kuwait Airways,CXB,Cox's Bazar Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-11-12,2025-11-12,6.394142747,1 Stop,Airbus A350,First Class,Direct Booking,84897.42863,16734.61429,101632.0429,Regular,51
Air Astra,SPD,Saidpur Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-11-26,2025-11-26,3.252588082,Direct,Boeing 787,Economy,Travel Agency,51453.35118,13718.00268,78205.62462,Regular,2
Vistara,CGP,"Shah Amanat International Airport, Chittagong",DEL,"Indira Gandhi International Airport, Delhi",2025-08-28,2025-08-28,2.845443127,Direct,Boeing 737,Business,Travel Agency,115489.8718,19323.48078,134813.3526,Regular,72
Malaysian Airlines,SPD,Saidpur Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-10-24,2025-10-24,1.638428117,Direct,Airbus A320,Economy,Online Website,3644.985542,200,3844.985542,Regular,26
Emirates,ZYL,"Osmani International Airport, Sylhet",LHR,London Heathrow Airport,2026-02-01,2026-02-02,8.071959648,1 Stop,Boeing 777,Business,Direct Booking,20233.22798,9034.984198,29268.21218,Winter Holidays,49
AirAsia,BZL,Barisal Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-06-16,2025-06-16,0.802087792,Direct,Airbus A320,Business,Travel Agency,5215.173291,200,5415.173291,Regular,25
Singapore Airlines,ZYL,"Osmani International Airport, Sylhet",CXB,Cox's Bazar Airport,2025-08-29,2025-08-29,1.217152885,Direct,Airbus A320,Economy,Online Website,2769.202585,200,2969.202585,Regular,82
Air Arabia,ZYL,"Osmani International Airport, Sylhet",JED,"King Abdulaziz International Airport, Jeddah",2025-07-08,2025-07-08,5.829476273,1 Stop,Airbus A350,First Class,Travel Agency,266983.0517,44047.45775,311030.5094,Regular,52
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",CGP,"Shah Amanat International Airport, Chittagong",2025-11-05,2025-11-05,0.83434966,Direct,Airbus A320,Business,Online Website,7845.411278,200,8045.411278,Regular,75
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-11-04,2025-11-04,9.425961121,1 Stop,Airbus A350,First Class,Online Website,105876.9222,21881.53833,127758.4606,Regular,27
NovoAir,DAC,"Hazrat Shahjalal International Airport, Dhaka",DEL,"Indira Gandhi International Airport, Delhi",2025-07-14,2025-07-14,2.356174242,1 Stop,Boeing 737,Business,Online Website,51105.97556,9665.896334,60771.87189,Regular,27
Vistara,BZL,Barisal Airport,IST,Istanbul Airport,2025-08-14,2025-08-15,6.399146211,1 Stop,Boeing 777,Business,Direct Booking,77573.29763,15635.99464,93209.29227,Regular,50
SriLankan Airlines,BZL,Barisal Airport,KUL,Kuala Lumpur International Airport,2025-07-12,2025-07-12,2.667427344,1 Stop,Boeing 787,First Class,Travel Agency,149486.1997,28422.92996,177909.1297,Regular,28
Air Astra,CGP,"Shah Amanat International Airport, Chittagong",YYZ,Toronto Pearson International Airport,2025-06-14,2025-06-14,14.30835695,1 Stop,Airbus A350,First Class,Direct Booking,110117.3532,22517.60298,132634.9562,Regular,19
Turkish Airlines,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2026-02-21,2026-02-21,7.038302741,1 Stop,Boeing 777,Business,Online Website,149598.6282,26439.79423,176038.4224,Winter Holidays,57
Turkish Airlines,BZL,Barisal Airport,BKK,"Suvarnabhumi Airport, Bangkok",2026-02-12,2026-02-12,2.677906606,Direct,Boeing 737,Economy,Travel Agency,30858.5222,10628.77833,41487.30053,Winter Holidays,59
NovoAir,JSR,Jessore Airport,SIN,Singapore Changi Airport,2026-01-19,2026-01-19,3.424953548,1 Stop,Boeing 787,Business,Travel Agency,33673.67561,11051.05134,44724.72695,Winter Holidays,81
Vistara,BZL,Barisal Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2026-02-03,2026-02-03,0.648659156,Direct,Airbus A320,Economy,Travel Agency,16833.31642,4524.997464,21358.31389,Winter Holidays,72
Saudia,SPD,Saidpur Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-06-15,2025-06-15,5.897195251,1 Stop,Airbus A350,First Class,Travel Agency,251894.6579,41784.19868,293678.8566,Regular,52
Kuwait Airways,BZL,Barisal Airport,JSR,Jessore Airport,2025-03-15,2025-03-15,0.5,Direct,Airbus A320,First Class,Direct Booking,14460.10896,200,14660.10896,Regular,18
IndiGo,SPD,Saidpur Airport,SIN,Singapore Changi Airport,2025-04-01,2025-04-01,3.661048964,Direct,Boeing 787,Business,Direct Booking,84340.05508,18651.00826,102991.0633,Eid,66
Thai Airways,CXB,Cox's Bazar Airport,IST,Istanbul Airport,2025-04-13,2025-04-13,7.530444023,2 Stops,Boeing 777,First Class,Direct Booking,146940.1094,26041.01641,172981.1258,Regular,38
US-Bangla Airlines,SPD,Saidpur Airport,SIN,Singapore Changi Airport,2025-11-15,2025-11-15,3.742484956,1 Stop,Boeing 737,Economy,Travel Agency,23278.44825,9491.767238,32770.21549,Regular,50
Air India,RJH,"Shah Makhdum Airport, Rajshahi",DOH,"Hamad International Airport, Doha",2025-08-29,2025-08-29,4.121371754,Direct,Boeing 787,Economy,Online Website,32905.30187,8935.795281,41841.09715,Regular,36
Emirates,JSR,Jessore Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-04-26,2025-04-26,0.929360655,Direct,Airbus A320,First Class,Travel Agency,11600.69557,200,11800.69557,Regular,66
Vistara,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-07-05,2025-07-05,14.35181049,2 Stops,Airbus A350,Business,Travel Agency,90181.93882,19527.29082,109709.2296,Regular,9
Air India,ZYL,"Osmani International Airport, Sylhet",BZL,Barisal Airport,2025-11-09,2025-11-09,0.94174413,Direct,Airbus A320,Business,Travel Agency,5276.350001,200,5476.350001,Regular,42
Air Arabia,RJH,"Shah Makhdum Airport, Rajshahi",BZL,Barisal Airport,2025-12-22,2025-12-22,0.781456592,Direct,Airbus A320,First Class,Travel Agency,17843.69148,200,18043.69148,Winter Holidays,28
Air Arabia,CXB,Cox's Bazar Airport,JSR,Jessore Airport,2025-07-16,2025-07-16,1.188395448,Direct,Airbus A320,First Class,Direct Booking,9435.141926,200,9635.141926,Regular,82
Etihad Airways,JSR,Jessore Airport,SIN,Singapore Changi Airport,2025-10-20,2025-10-20,3.168691394,Direct,Boeing 737,First Class,Direct Booking,204180.7649,36627.11474,240807.8797,Regular,70
Etihad Airways,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-04-12,2025-04-12,0.627575632,Direct,Airbus A320,Business,Travel Agency,6552.67804,200,6752.67804,Regular,40
Singapore Airlines,CXB,Cox's Bazar Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-08-26,2025-08-26,5.925221448,1 Stop,Airbus A350,Business,Direct Booking,94951.09253,18242.66388,113193.7564,Regular,68
IndiGo,CXB,Cox's Bazar Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-04-08,2025-04-08,2.929395285,Direct,Boeing 787,First Class,Direct Booking,98054.64141,16708.19621,114762.8376,Regular,89
Emirates,CXB,Cox's Bazar Airport,ZYL,"Osmani International Airport, Sylhet",2025-03-02,2025-03-02,1.270477647,Direct,Airbus A320,Business,Travel Agency,7052.701121,200,7252.701121,Regular,24
Malaysian Airlines,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-07-09,2025-07-09,13.86490863,2 Stops,Airbus A350,First Class,Online Website,266925.3316,46038.79974,312964.1313,Regular,26
Cathay Pacific,ZYL,"Osmani International Airport, Sylhet",CXB,Cox's Bazar Airport,2025-07-04,2025-07-04,1.376279024,Direct,Airbus A320,Business,Direct Booking,8178.065599,200,8378.065599,Regular,19
Malaysian Airlines,SPD,Saidpur Airport,DOH,"Hamad International Airport, Doha",2025-11-26,2025-11-26,4.166775632,Direct,Boeing 737,First Class,Direct Booking,253855.2122,42078.28183,355120.1929,Regular,3
Kuwait Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",BKK,"Suvarnabhumi Airport, Bangkok",2025-11-02,2025-11-02,2.749028568,Direct,Boeing 787,Economy,Direct Booking,23116.33691,9467.450536,32583.78744,Regular,75
Qatar Airways,CXB,Cox's Bazar Airport,CGP,"Shah Amanat International Airport, Chittagong",2026-03-19,2026-03-19,0.5,Direct,Airbus A320,Economy,Travel Agency,3584.800011,200,3784.800011,Regular,81
SriLankan Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",ZYL,"Osmani International Airport, Sylhet",2026-02-21,2026-02-21,0.611373993,Direct,Airbus A320,Economy,Online Website,2968.643659,200,3168.643659,Winter Holidays,52
Cathay Pacific,CGP,"Shah Amanat International Airport, Chittagong",CXB,Cox's Bazar Airport,2025-07-10,2025-07-10,0.5,Direct,Airbus A320,Business,Travel Agency,8310.238897,200,10212.28668,Regular,4
Singapore Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",DOH,"Hamad International Airport, Doha",2025-09-27,2025-09-27,4.380396524,Direct,Boeing 737,Business,Travel Agency,60715.69612,13107.35442,73823.05054,Regular,53
NovoAir,ZYL,"Osmani International Airport, Sylhet",YYZ,Toronto Pearson International Airport,2025-06-07,2025-06-07,13.11502897,1 Stop,Airbus A350,Economy,Travel Agency,83912.97307,18586.94596,102499.919,Hajj,7
Singapore Airlines,JSR,Jessore Airport,LHR,London Heathrow Airport,2026-01-23,2026-01-23,8.657708721,1 Stop,Airbus A350,Business,Travel Agency,95937.60337,20390.64051,116328.2439,Winter Holidays,31
Kuwait Airways,CXB,Cox's Bazar Airport,SPD,Saidpur Airport,2025-12-24,2025-12-24,0.999763444,Direct,Airbus A320,Business,Direct Booking,6040.125272,200,6240.125272,Winter Holidays,40
Kuwait Airways,SPD,Saidpur Airport,KUL,Kuala Lumpur International Airport,2026-01-24,2026-01-25,2.949584394,Direct,Boeing 787,Economy,Online Website,37238.47947,11585.77192,48824.25139,Winter Holidays,44
Lufthansa,RJH,"Shah Makhdum Airport, Rajshahi",CXB,Cox's Bazar Airport,2025-08-20,2025-08-20,1.585964446,Direct,Airbus A320,Economy,Online Website,2393.86979,200,2593.86979,Regular,89
Gulf Air,RJH,"Shah Makhdum Airport, Rajshahi",JSR,Jessore Airport,2025-05-02,2025-05-02,0.50888136,Direct,Airbus A320,Business,Direct Booking,7451.84658,200,7651.84658,Regular,77
Lufthansa,CGP,"Shah Amanat International Airport, Chittagong",BZL,Barisal Airport,2026-01-22,2026-01-22,0.551020748,Direct,Airbus A320,Business,Direct Booking,7069.457326,200,7269.457326,Winter Holidays,58
Malaysian Airlines,BZL,Barisal Airport,YYZ,Toronto Pearson International Airport,2025-12-29,2025-12-30,12.66587826,1 Stop,Airbus A350,Economy,Direct Booking,79728.01159,17959.20174,97687.21333,Winter Holidays,28
Singapore Airlines,RJH,"Shah Makhdum Airport, Rajshahi",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-09-06,2025-09-06,0.718988023,Direct,Airbus A320,First Class,Direct Booking,51015.75108,9652.362663,60668.11375,Regular,33
Saudia,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-03-19,2025-03-20,14.81813488,1 Stop,Airbus A350,Business,Travel Agency,96875.16798,20531.2752,117406.4432,Regular,41
Air Astra,SPD,Saidpur Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-07-17,2025-07-17,0.519407937,Direct,Airbus A320,Business,Travel Agency,6847.977988,200,7047.977988,Regular,75
Singapore Airlines,CXB,Cox's Bazar Airport,JSR,Jessore Airport,2025-07-22,2025-07-22,1.201153119,Direct,Airbus A320,First Class,Travel Agency,11986.13461,200,12186.13461,Regular,48
Cathay Pacific,ZYL,"Osmani International Airport, Sylhet",CXB,Cox's Bazar Airport,2025-01-23,2025-01-23,1.427507429,Direct,Airbus A320,Economy,Online Website,2622.915331,200,2822.915331,Regular,14
Biman Bangladesh Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",JFK,"John F. Kennedy International Airport, New York",2025-09-10,2025-09-11,15.03726898,2 Stops,Boeing 777,First Class,Direct Booking,138163.6777,26724.55166,164888.2294,Regular,88
NovoAir,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-10-13,2025-10-14,7.229430806,1 Stop,Boeing 777,First Class,Direct Booking,30350.94035,8552.641053,38903.5814,Regular,65
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",ZYL,"Osmani International Airport, Sylhet",2025-08-19,2025-08-19,0.627492303,Direct,Airbus A320,First Class,Travel Agency,11517.43644,200,11717.43644,Regular,46
Qatar Airways,CXB,Cox's Bazar Airport,LHR,London Heathrow Airport,2025-11-26,2025-11-26,8.419324358,1 Stop,Boeing 777,Business,Travel Agency,95408.87406,20311.33111,115720.2052,Regular,11
Thai Airways,CGP,"Shah Amanat International Airport, Chittagong",DEL,"Indira Gandhi International Airport, Delhi",2025-09-20,2025-09-20,2.775721673,Direct,Boeing 787,Economy,Travel Agency,39951.81729,7992.772594,47944.58989,Regular,90
AirAsia,DAC,"Hazrat Shahjalal International Airport, Dhaka",DXB,Dubai International Airport,2025-04-27,2025-04-27,4.125755394,Direct,Boeing 787,Business,Online Website,115724.8504,21358.72757,137083.578,Regular,28
Turkish Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",SIN,Singapore Changi Airport,2025-03-23,2025-03-23,3.492770865,1 Stop,Boeing 737,Economy,Direct Booking,16850.90223,8527.635334,25378.53756,Regular,26
Cathay Pacific,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-02-09,2025-02-09,3.478481079,1 Stop,Boeing 737,Business,Online Website,112127.6934,20819.154,132946.8474,Regular,17
Gulf Air,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2026-01-23,2026-01-23,3.847526755,1 Stop,Boeing 737,Economy,Direct Booking,63670.11835,13550.51775,77220.6361,Winter Holidays,85
Air Arabia,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2025-06-25,2025-06-26,14.3952314,1 Stop,Airbus A350,Business,Direct Booking,52816.13058,13922.41959,66738.55017,Regular,72
Air India,ZYL,"Osmani International Airport, Sylhet",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-06-16,2025-06-16,1.357720415,Direct,Airbus A320,First Class,Direct Booking,246898.7815,39034.81722,285933.5987,Regular,33
Singapore Airlines,RJH,"Shah Makhdum Airport, Rajshahi",DOH,"Hamad International Airport, Doha",2025-08-28,2025-08-28,4.395190017,Direct,Boeing 737,Economy,Online Website,26637.94259,7995.691388,34633.63397,Regular,6
Vistara,BZL,Barisal Airport,ZYL,"Osmani International Airport, Sylhet",2025-12-24,2025-12-24,1.001081644,Direct,Airbus A320,Business,Online Website,6579.845445,200,6779.845445,Winter Holidays,58
Etihad Airways,JSR,Jessore Airport,BZL,Barisal Airport,2025-01-29,2025-01-29,0.5,Direct,Airbus A320,Business,Online Website,8557.047262,200,8757.047262,Regular,26
Emirates,BZL,Barisal Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-02-01,2025-02-01,0.603462851,Direct,Airbus A320,First Class,Direct Booking,10437.87658,200,10637.87658,Regular,7
SriLankan Airlines,CGP,"Shah Amanat International Airport, Chittagong",DXB,Dubai International Airport,2025-11-02,2025-11-03,3.766065114,Direct,Boeing 737,First Class,Travel Agency,55761.88356,12364.28253,68126.16609,Regular,81
US-Bangla Airlines,ZYL,"Osmani International Airport, Sylhet",DOH,"Hamad International Airport, Doha",2025-12-05,2025-12-05,4.745935311,Direct,Boeing 737,Business,Direct Booking,78233.95662,15735.09349,93969.05012,Winter Holidays,84
FlyDubai,JSR,Jessore Airport,KUL,Kuala Lumpur International Airport,2025-07-03,2025-07-03,3.041569615,Direct,Boeing 737,Business,Travel Agency,146502.8694,27975.4304,174478.2998,Regular,6
Lufthansa,ZYL,"Osmani International Airport, Sylhet",BZL,Barisal Airport,2025-07-08,2025-07-08,0.908289775,Direct,Airbus A320,Business,Direct Booking,6847.310543,200,7047.310543,Regular,17
Lufthansa,BZL,Barisal Airport,SPD,Saidpur Airport,2025-03-21,2025-03-21,1.235754271,Direct,Airbus A320,Business,Travel Agency,9885.318581,200,10085.31858,Regular,23
